row,cat_id,name,bucket,confidence,frequency,threshold,total_images,num_positives,num_negatives,TP,FP,TN,FN,precision,recall,f1,weighted_f1
491,492,generator,weak,low,r,0.45,100169,2,100167,0,0,100167,2,0.0,0.0,0.0,0.0
492,493,giant_panda,medium,medium,c,0.44,100169,59,100110,10,1,100109,49,0.9091,0.1695,0.2857,0.4854
493,494,gift_wrap,medium,medium,c,0.37,100169,48,100121,7,813,99308,41,0.0085,0.1458,0.0161,0.0105
494,495,ginger,medium,medium,c,0.4,100169,17,100152,1,74,100078,16,0.0133,0.0588,0.0217,0.0158
495,496,giraffe,high,high,f,0.41,100169,1877,98292,1612,178,98114,265,0.9006,0.8588,0.8792,0.8919
496,497,cincture,medium,medium,c,0.36,100169,18,100151,2,4797,95354,16,0.0004,0.1111,0.0008,0.0005
497,498,glass_(drink_container),high,high,f,0.39,100169,1920,98249,99,685,97564,1821,0.1263,0.0516,0.0732,0.0979
498,499,globe,medium,medium,c,0.38,100169,50,100119,2,162,99957,48,0.0122,0.04,0.0187,0.0142
499,500,glove,high,high,f,0.34,100169,1890,98279,1068,31169,67110,822,0.0331,0.5651,0.0626,0.0408
500,501,goat,medium,medium,c,0.45,100169,99,100070,2,0,100070,97,1.0,0.0202,0.0396,0.0935
501,502,goggles,high,high,f,0.33,100169,1530,98639,966,29474,69165,564,0.0317,0.6314,0.0604,0.0392
502,503,goldfish,weak,low,r,0.45,100169,3,100166,0,0,100166,3,0.0,0.0,0.0,0.0
503,504,golf_club,medium,medium,c,0.41,100169,11,100158,1,18,100140,10,0.0526,0.0909,0.0667,0.0575
504,505,golfcart,medium,medium,c,0.37,100169,19,100150,1,1900,98250,18,0.0005,0.0526,0.001,0.0007
505,506,gondola_(boat),weak,low,r,0.45,100169,3,100166,0,1,100165,3,0.0,0.0,0.0,0.0
506,507,goose,medium,medium,c,0.42,100169,63,100106,15,33,100073,48,0.3125,0.2381,0.2703,0.2941
507,508,gorilla,weak,low,r,0.45,100169,5,100164,0,0,100164,5,0.0,0.0,0.0,0.0
508,509,gourd,weak,low,r,0.45,100169,6,100163,0,0,100163,6,0.0,0.0,0.0,0.0
509,510,grape,high,high,f,0.38,100169,233,99936,27,319,99617,206,0.078,0.1159,0.0933,0.0835
510,511,grater,medium,medium,c,0.34,100169,54,100115,34,56698,43417,20,0.0006,0.6296,0.0012,0.0007
511,512,gravestone,medium,medium,c,0.4,100169,36,100133,8,24,100109,28,0.25,0.2222,0.2353,0.2439
512,513,gravy_boat,weak,low,r,0.45,100169,10,100159,0,0,100159,10,0.0,0.0,0.0,0.0
513,514,green_bean,high,high,f,0.38,100169,124,100045,12,907,99138,112,0.0131,0.0968,0.023,0.0158
514,515,green_onion,high,high,f,0.4,100169,101,100068,12,308,99760,89,0.0375,0.1188,0.057,0.0434
515,516,griddle,weak,low,r,0.45,100169,3,100166,0,0,100166,3,0.0,0.0,0.0,0.0
516,517,grill,high,high,f,0.37,100169,363,99806,26,1623,98183,337,0.0158,0.0716,0.0258,0.0187
517,518,grits,weak,low,r,0.45,100169,3,100166,0,0,100166,3,0.0,0.0,0.0,0.0
518,519,grizzly,medium,medium,c,0.43,100169,30,100139,11,110,100029,19,0.0909,0.3667,0.1457,0.107
519,520,grocery_bag,medium,medium,c,0.38,100169,18,100151,1,854,99297,17,0.0012,0.0556,0.0023,0.0015
520,521,guitar,high,high,f,0.41,100169,199,99970,15,6,99964,184,0.7143,0.0754,0.1364,0.265
521,522,gull,medium,medium,c,0.43,100169,97,100072,20,65,100007,77,0.2353,0.2062,0.2198,0.2288
522,523,gun,medium,medium,c,0.38,100169,32,100137,1,400,99737,31,0.0025,0.0312,0.0046,0.0031
523,524,hairbrush,high,high,f,0.37,100169,121,100048,15,885,99163,106,0.0167,0.124,0.0294,0.0202
524,525,hairnet,medium,medium,c,0.36,100169,16,100153,2,6689,93464,14,0.0003,0.125,0.0006,0.0004
525,526,hairpin,medium,medium,c,0.3,100169,12,100157,12,92954,7203,0,0.0001,1.0,0.0003,0.0002
526,527,halter_top,weak,low,r,0.45,100169,2,100167,0,0,100167,2,0.0,0.0,0.0,0.0
527,528,ham,high,high,f,0.39,100169,214,99955,15,194,99761,199,0.0718,0.0701,0.0709,0.0714
528,529,hamburger,medium,medium,c,0.44,100169,48,100121,8,94,100027,40,0.0784,0.1667,0.1067,0.0877
529,530,hammer,medium,medium,c,0.37,100169,26,100143,4,4120,96023,22,0.001,0.1538,0.0019,0.0012
530,531,hammock,medium,medium,c,0.42,100169,13,100156,1,18,100138,12,0.0526,0.0769,0.0625,0.0562
531,532,hamper,weak,low,r,0.45,100169,4,100165,0,0,100165,4,0.0,0.0,0.0,0.0
532,533,hamster,medium,medium,c,0.43,100169,11,100158,6,13,100145,5,0.3158,0.5455,0.4,0.3448
533,534,hair_dryer,high,high,f,0.41,100169,123,100046,6,26,100020,117,0.1875,0.0488,0.0774,0.1195
534,535,hand_glass,weak,low,r,0.45,100169,7,100162,0,0,100162,7,0.0,0.0,0.0,0.0
535,536,hand_towel,high,high,f,0.4,100169,200,99969,1,59,99910,199,0.0167,0.005,0.0077,0.0114
536,537,handcart,medium,medium,c,0.41,100169,91,100078,2,102,99976,89,0.0192,0.022,0.0205,0.0197
537,538,handcuff,weak,low,r,0.45,100169,9,100160,0,0,100160,9,0.0,0.0,0.0,0.0
538,539,handkerchief,medium,medium,c,0.34,100169,72,100097,26,27582,72515,46,0.0009,0.3611,0.0019,0.0012
539,540,handle,high,high,f,0.34,100169,1886,98283,1296,58790,39493,590,0.0216,0.6872,0.0418,0.0268
540,541,handsaw,weak,low,r,0.45,100169,4,100165,0,0,100165,4,0.0,0.0,0.0,0.0
541,542,hardback_book,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
542,543,harmonium,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
543,544,hat,high,high,f,0.38,100169,1932,98237,89,903,97334,1843,0.0897,0.0461,0.0609,0.0754
544,545,hatbox,weak,low,r,0.45,100169,4,100165,0,0,100165,4,0.0,0.0,0.0,0.0
545,546,veil,medium,medium,c,0.4,100169,56,100113,2,18,100095,54,0.1,0.0357,0.0526,0.0735
546,547,headband,high,high,f,0.32,100169,854,99315,361,26824,72491,493,0.0133,0.4227,0.0257,0.0165
547,548,headboard,high,high,f,0.39,100169,755,99414,126,672,98742,629,0.1579,0.1669,0.1623,0.1596
548,549,headlight,high,high,f,0.38,100169,1843,98326,110,1744,96582,1733,0.0593,0.0597,0.0595,0.0594
549,550,headscarf,medium,medium,c,0.35,100169,96,100073,7,4156,95917,89,0.0017,0.0729,0.0033,0.0021
550,551,headset,weak,low,r,0.45,100169,7,100162,0,0,100162,7,0.0,0.0,0.0,0.0
551,552,headstall_(for_horses),medium,medium,c,0.3,100169,74,100095,74,100017,78,0,0.0007,1.0,0.0015,0.0009
552,553,heart,medium,medium,c,0.39,100169,66,100103,1,2,100101,65,0.3333,0.0152,0.029,0.0641
553,554,heater,medium,medium,c,0.37,100169,57,100112,21,11507,88605,36,0.0018,0.3684,0.0036,0.0023
554,555,helicopter,medium,medium,c,0.44,100169,44,100125,5,3,100122,39,0.625,0.1136,0.1923,0.3289
555,556,helmet,high,high,f,0.38,100169,1905,98264,179,1317,96947,1726,0.1197,0.094,0.1053,0.1134
556,557,heron,weak,low,r,0.45,100169,4,100165,0,5,100160,4,0.0,0.0,0.0,0.0
557,558,highchair,medium,medium,c,0.41,100169,90,100079,3,106,99973,87,0.0275,0.0333,0.0302,0.0285
558,559,hinge,high,high,f,0.37,100169,1635,98534,174,3614,94920,1461,0.0459,0.1064,0.0642,0.0518
559,560,hippopotamus,weak,low,r,0.45,100169,8,100161,0,1,100160,8,0.0,0.0,0.0,0.0
560,561,hockey_stick,weak,low,r,0.45,100169,5,100164,0,0,100164,5,0.0,0.0,0.0,0.0
561,562,hog,medium,medium,c,0.4,100169,50,100119,1,78,100041,49,0.0127,0.02,0.0155,0.0137
562,563,home_plate_(baseball),high,high,f,0.4,100169,545,99624,159,282,99342,386,0.3605,0.2917,0.3225,0.3443
563,564,honey,medium,medium,c,0.39,100169,20,100149,2,94,100055,18,0.0208,0.1,0.0345,0.0248
564,565,fume_hood,high,high,f,0.29,100169,193,99976,192,99088,888,1,0.0019,0.9948,0.0039,0.0024
565,566,hook,high,high,f,0.39,100169,285,99884,2,91,99793,283,0.0215,0.007,0.0106,0.0152
566,567,hookah,weak,low,r,0.45,100169,3,100166,0,0,100166,3,0.0,0.0,0.0,0.0
567,568,hornet,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
568,569,horse,high,high,f,0.39,100169,1904,98265,788,561,97704,1116,0.5841,0.4139,0.4845,0.5397
569,570,hose,high,high,f,0.42,100169,294,99875,1,3,99872,293,0.25,0.0034,0.0067,0.0161
570,571,hot-air_balloon,weak,low,r,0.45,100169,3,100166,0,4,100162,3,0.0,0.0,0.0,0.0
571,572,hotplate,weak,low,r,0.45,100169,5,100164,0,0,100164,5,0.0,0.0,0.0,0.0
572,573,hot_sauce,medium,medium,c,0.42,100169,24,100145,1,13,100132,23,0.0714,0.0417,0.0526,0.0625
573,574,hourglass,weak,low,r,0.45,100169,2,100167,0,0,100167,2,0.0,0.0,0.0,0.0
574,575,houseboat,weak,low,r,0.45,100169,2,100167,0,2,100165,2,0.0,0.0,0.0,0.0
575,576,hummingbird,medium,medium,c,0.44,100169,16,100153,6,7,100146,10,0.4615,0.375,0.4138,0.4412
576,577,hummus,weak,low,r,0.45,100169,8,100161,0,0,100161,8,0.0,0.0,0.0,0.0
577,578,polar_bear,high,high,f,0.43,100169,154,100015,101,14,100001,53,0.8783,0.6558,0.7509,0.8225
578,579,icecream,medium,medium,c,0.43,100169,66,100103,2,31,100072,64,0.0606,0.0303,0.0404,0.0505
579,580,popsicle,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
580,581,ice_maker,medium,medium,c,0.36,100169,24,100145,8,11574,88571,16,0.0007,0.3333,0.0014,0.0009
581,582,ice_pack,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
582,583,ice_skate,weak,low,r,0.45,100169,4,100165,0,3,100162,4,0.0,0.0,0.0,0.0
583,584,igniter,medium,medium,c,0.36,100169,75,100094,18,8836,91258,57,0.002,0.24,0.004,0.0025
584,585,inhaler,weak,low,r,0.45,100169,6,100163,0,0,100163,6,0.0,0.0,0.0,0.0
585,586,iPod,high,high,f,0.46,100169,126,100043,2,2,100041,124,0.5,0.0159,0.0308,0.0704
586,587,iron_(for_clothing),medium,medium,c,0.37,100169,24,100145,1,1987,98158,23,0.0005,0.0417,0.001,0.0006
587,588,ironing_board,medium,medium,c,0.4,100169,22,100147,3,159,99988,19,0.0185,0.1364,0.0326,0.0224
588,589,jacket,high,high,f,0.36,100169,1872,98297,178,3072,95225,1694,0.0548,0.0951,0.0695,0.0598
589,590,jam,medium,medium,c,0.35,100169,16,100153,10,40733,59420,6,0.0002,0.625,0.0005,0.0003
590,591,jar,high,high,f,0.41,100169,423,99746,19,213,99533,404,0.0819,0.0449,0.058,0.0703
591,592,jean,high,high,f,0.36,100169,1927,98242,363,8010,90232,1564,0.0434,0.1884,0.0705,0.0512
592,593,jeep,medium,medium,c,0.42,100169,38,100131,2,35,100096,36,0.0541,0.0526,0.0533,0.0538
593,594,jelly_bean,weak,low,r,0.45,100169,3,100166,0,0,100166,3,0.0,0.0,0.0,0.0
594,595,jersey,high,high,f,0.36,100169,1945,98224,217,2838,95386,1728,0.071,0.1116,0.0868,0.0766
595,596,jet_plane,medium,medium,c,0.42,100169,35,100134,3,188,99946,32,0.0157,0.0857,0.0265,0.0188
596,597,jewel,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
597,598,jewelry,medium,medium,c,0.37,100169,13,100156,1,253,99903,12,0.0039,0.0769,0.0075,0.0049
598,599,joystick,weak,low,r,0.45,100169,9,100160,0,0,100160,9,0.0,0.0,0.0,0.0
599,600,jumpsuit,medium,medium,c,0.37,100169,14,100155,1,1612,98543,13,0.0006,0.0714,0.0012,0.0008
600,601,kayak,medium,medium,c,0.42,100169,37,100132,6,48,100084,31,0.1111,0.1622,0.1319,0.1186
601,602,keg,weak,low,r,0.45,100169,3,100166,0,0,100166,3,0.0,0.0,0.0,0.0
602,603,kennel,weak,low,r,0.45,100169,4,100165,0,0,100165,4,0.0,0.0,0.0,0.0
603,604,kettle,medium,medium,c,0.39,100169,100,100069,13,890,99179,87,0.0144,0.13,0.0259,0.0175
604,605,key,high,high,f,0.38,100169,195,99974,4,291,99683,191,0.0136,0.0205,0.0163,0.0145
605,606,keycard,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
606,607,kilt,medium,medium,c,0.42,100169,12,100157,1,21,100136,11,0.0455,0.0833,0.0588,0.05
607,608,kimono,medium,medium,c,0.44,100169,24,100145,3,0,100145,21,1.0,0.125,0.2222,0.4167
608,609,kitchen_sink,high,high,f,0.43,100169,489,99680,104,574,99106,385,0.1534,0.2127,0.1782,0.1624
609,610,kitchen_table,weak,low,r,0.45,100169,10,100159,0,1,100158,10,0.0,0.0,0.0,0.0
610,611,kite,high,high,f,0.41,100169,1689,98480,1146,239,98241,543,0.8274,0.6785,0.7456,0.7926
611,612,kitten,medium,medium,c,0.43,100169,42,100127,5,160,99967,37,0.0303,0.119,0.0483,0.0356
612,613,kiwi_fruit,medium,medium,c,0.41,100169,81,100088,6,114,99974,75,0.05,0.0741,0.0597,0.0535
613,614,knee_pad,high,high,f,0.39,100169,894,99275,59,729,98546,835,0.0749,0.066,0.0702,0.0729
614,615,knife,high,high,f,0.37,100169,1868,98301,103,1642,96659,1765,0.059,0.0551,0.057,0.0582
615,616,knitting_needle,weak,low,r,0.45,100169,7,100162,0,2,100160,7,0.0,0.0,0.0,0.0
616,617,knob,high,high,f,0.36,100169,1567,98602,507,19665,78937,1060,0.0251,0.3235,0.0466,0.0308
617,618,knocker_(on_a_door),weak,low,r,0.45,100169,10,100159,0,0,100159,10,0.0,0.0,0.0,0.0
618,619,koala,weak,low,r,0.45,100169,8,100161,0,0,100161,8,0.0,0.0,0.0,0.0
619,620,lab_coat,weak,low,r,0.45,100169,7,100162,0,0,100162,7,0.0,0.0,0.0,0.0
620,621,ladder,high,high,f,0.39,100169,629,99540,8,253,99287,621,0.0307,0.0127,0.018,0.0239
621,622,ladle,medium,medium,c,0.38,100169,89,100080,15,1787,98293,74,0.0083,0.1685,0.0159,0.0103
622,623,ladybug,medium,medium,c,0.36,100169,15,100154,1,353,99801,14,0.0028,0.0667,0.0054,0.0035
623,624,lamb_(animal),high,high,f,0.42,100169,134,100035,62,204,99831,72,0.2331,0.4627,0.31,0.2588
624,625,lamb-chop,weak,low,r,0.45,100169,4,100165,0,0,100165,4,0.0,0.0,0.0,0.0
625,626,lamp,high,high,f,0.37,100169,1802,98367,263,3637,94730,1539,0.0674,0.1459,0.0922,0.0756
626,627,lamppost,high,high,f,0.38,100169,595,99574,115,2947,96627,480,0.0376,0.1933,0.0629,0.0448
627,628,lampshade,high,high,f,0.37,100169,1210,98959,127,1590,97369,1083,0.074,0.105,0.0868,0.0786
628,629,lantern,medium,medium,c,0.42,100169,48,100121,1,8,100113,47,0.1111,0.0208,0.0351,0.0595
629,630,lanyard,high,high,f,0.38,100169,418,99751,22,976,98775,396,0.022,0.0526,0.0311,0.0249
630,631,laptop_computer,high,high,f,0.4,100169,1846,98323,849,1080,97243,997,0.4401,0.4599,0.4498,0.4439
631,632,lasagna,weak,low,r,0.45,100169,5,100164,1,27,100137,4,0.0357,0.2,0.0606,0.0427
632,633,latch,high,high,f,0.38,100169,221,99948,15,1318,98630,206,0.0113,0.0679,0.0193,0.0135
633,634,lawn_mower,weak,low,r,0.45,100169,10,100159,0,0,100159,10,0.0,0.0,0.0,0.0
634,635,leather,weak,low,r,0.45,100169,7,100162,0,0,100162,7,0.0,0.0,0.0,0.0
635,636,legging_(clothing),medium,medium,c,0.36,100169,76,100093,30,28588,71505,46,0.001,0.3947,0.0021,0.0013
636,637,Lego,medium,medium,c,0.43,100169,22,100147,1,1,100146,21,0.5,0.0455,0.0833,0.1667
637,638,legume,weak,low,r,0.45,100169,10,100159,0,0,100159,10,0.0,0.0,0.0,0.0
638,639,lemon,high,high,f,0.4,100169,341,99828,48,530,99298,293,0.083,0.1408,0.1045,0.0905
639,640,lemonade,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
640,641,lettuce,high,high,f,0.38,100169,705,99464,256,1510,97954,449,0.145,0.3631,0.2072,0.1648
641,642,license_plate,high,high,f,0.35,100169,1900,98269,415,4097,94172,1485,0.092,0.2184,0.1294,0.104
642,643,life_buoy,high,high,f,0.36,100169,188,99981,32,5605,94376,156,0.0057,0.1702,0.011,0.007
643,644,life_jacket,high,high,f,0.32,100169,227,99942,110,29623,70319,117,0.0037,0.4846,0.0073,0.0046
644,645,lightbulb,high,high,f,0.36,100169,861,99308,59,1935,97373,802,0.0296,0.0685,0.0413,0.0334
645,646,lightning_rod,weak,low,r,0.45,100169,6,100163,0,0,100163,6,0.0,0.0,0.0,0.0
646,647,lime,high,high,f,0.4,100169,115,100054,4,67,99987,111,0.0563,0.0348,0.043,0.0501
647,648,limousine,weak,low,r,0.45,100169,5,100164,0,0,100164,5,0.0,0.0,0.0,0.0
648,649,lion,medium,medium,c,0.39,100169,43,100126,2,240,99886,41,0.0083,0.0465,0.014,0.0099
649,650,lip_balm,medium,medium,c,0.35,100169,14,100155,7,8756,91399,7,0.0008,0.5,0.0016,0.001
650,651,liquor,weak,low,r,0.45,100169,6,100163,0,0,100163,6,0.0,0.0,0.0,0.0
651,652,lizard,medium,medium,c,0.38,100169,15,100154,2,109,100045,13,0.018,0.1333,0.0317,0.0218
652,653,log,high,high,f,0.38,100169,1167,99002,36,430,98572,1131,0.0773,0.0308,0.0441,0.0594
653,654,lollipop,medium,medium,c,0.34,100169,15,100154,5,14619,85535,10,0.0003,0.3333,0.0007,0.0004
654,655,speaker_(stero_equipment),high,high,f,0.37,100169,994,99175,190,1527,97648,804,0.1107,0.1911,0.1402,0.1208
655,656,loveseat,medium,medium,c,0.4,100169,28,100141,4,588,99553,24,0.0068,0.1429,0.0129,0.0083
656,657,machine_gun,weak,low,r,0.45,100169,2,100167,0,0,100167,2,0.0,0.0,0.0,0.0
657,658,magazine,high,high,f,0.37,100169,338,99831,19,417,99414,319,0.0436,0.0562,0.0491,0.0456
658,659,magnet,high,high,f,0.39,100169,334,99835,10,49,99786,324,0.1695,0.0299,0.0509,0.0877
659,660,mail_slot,medium,medium,c,0.38,100169,15,100154,1,670,99484,14,0.0015,0.0667,0.0029,0.0019
660,661,mailbox_(at_home),high,high,f,0.35,100169,102,100067,31,6669,93398,71,0.0046,0.3039,0.0091,0.0058
661,662,mallard,weak,low,r,0.45,100169,1,100168,0,2,100166,1,0.0,0.0,0.0,0.0
662,663,mallet,weak,low,r,0.45,100169,8,100161,0,0,100161,8,0.0,0.0,0.0,0.0
663,664,mammoth,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
664,665,manatee,weak,low,r,0.45,100169,1,100168,0,1,100167,1,0.0,0.0,0.0,0.0
665,666,mandarin_orange,medium,medium,c,0.46,100169,28,100141,2,2,100139,26,0.5,0.0714,0.125,0.2273
666,667,manger,medium,medium,c,0.37,100169,91,100078,10,7370,92708,81,0.0014,0.1099,0.0027,0.0017
667,668,manhole,high,high,f,0.42,100169,260,99909,12,54,99855,248,0.1818,0.0462,0.0736,0.1145
668,669,map,high,high,f,0.39,100169,131,100038,5,9,100029,126,0.3571,0.0382,0.069,0.1337
669,670,marker,high,high,f,0.35,100169,128,100041,58,22569,77472,70,0.0026,0.4531,0.0051,0.0032
670,671,martini,weak,low,r,0.45,100169,3,100166,0,0,100166,3,0.0,0.0,0.0,0.0
671,672,mascot,weak,low,r,0.45,100169,10,100159,0,0,100159,10,0.0,0.0,0.0,0.0
672,673,mashed_potato,medium,medium,c,0.38,100169,39,100130,17,2023,98107,22,0.0083,0.4359,0.0164,0.0104
673,674,masher,weak,low,r,0.45,100169,2,100167,0,0,100167,2,0.0,0.0,0.0,0.0
674,675,mask,high,high,f,0.33,100169,925,99244,430,17425,81819,495,0.0241,0.4649,0.0458,0.0297
675,676,mast,high,high,f,0.4,100169,354,99815,31,127,99688,323,0.1962,0.0876,0.1211,0.1572
676,677,mat_(gym_equipment),medium,medium,c,0.38,100169,31,100138,7,1411,98727,24,0.0049,0.2258,0.0097,0.0061
677,678,matchbox,weak,low,r,0.45,100169,10,100159,0,0,100159,10,0.0,0.0,0.0,0.0
678,679,mattress,high,high,f,0.42,100169,215,99954,20,122,99832,195,0.1408,0.093,0.112,0.1277
679,680,measuring_cup,medium,medium,c,0.4,100169,71,100098,6,195,99903,65,0.0299,0.0845,0.0441,0.0343
680,681,measuring_stick,medium,medium,c,0.4,100169,43,100126,1,26,100100,42,0.037,0.0233,0.0286,0.0331
681,682,meatball,medium,medium,c,0.42,100169,28,100141,1,60,100081,27,0.0164,0.0357,0.0225,0.0184
682,683,medicine,medium,medium,c,0.38,100169,34,100135,2,142,99993,32,0.0139,0.0588,0.0225,0.0164
683,684,melon,medium,medium,c,0.41,100169,16,100153,2,242,99911,14,0.0082,0.125,0.0154,0.0101
684,685,microphone,high,high,f,0.4,100169,273,99896,8,172,99724,265,0.0444,0.0293,0.0353,0.0403
685,686,microscope,weak,low,r,0.45,100169,2,100167,0,0,100167,2,0.0,0.0,0.0,0.0
686,687,microwave_oven,high,high,f,0.4,100169,999,99170,243,612,98558,756,0.2842,0.2432,0.2621,0.2749
687,688,milestone,weak,low,r,0.45,100169,4,100165,0,0,100165,4,0.0,0.0,0.0,0.0
688,689,milk,high,high,f,0.41,100169,107,100062,2,26,100036,105,0.0714,0.0187,0.0296,0.0457
689,690,milk_can,weak,low,r,0.45,100169,2,100167,0,0,100167,2,0.0,0.0,0.0,0.0
690,691,milkshake,weak,low,r,0.45,100169,1,100168,0,1,100167,1,0.0,0.0,0.0,0.0
691,692,minivan,high,high,f,0.41,100169,454,99715,7,106,99609,447,0.0619,0.0154,0.0247,0.0386
692,693,mint_candy,weak,low,r,0.45,100169,9,100160,0,0,100160,9,0.0,0.0,0.0,0.0
693,694,mirror,high,high,f,0.39,100169,1901,98268,182,967,97301,1719,0.1584,0.0957,0.1193,0.1401
694,695,mitten,medium,medium,c,0.36,100169,61,100108,20,17792,82316,41,0.0011,0.3279,0.0022,0.0014
695,696,mixer_(kitchen_tool),medium,medium,c,0.39,100169,91,100078,3,481,99597,88,0.0062,0.033,0.0104,0.0074
696,697,money,medium,medium,c,0.4,100169,46,100123,1,0,100123,45,1.0,0.0217,0.0426,0.1
697,698,monitor_(computer_equipment) computer_monitor,high,high,f,0.43,100169,1402,98767,427,191,98576,975,0.6909,0.3046,0.4228,0.5511
698,699,monkey,medium,medium,c,0.42,100169,74,100095,7,2,100093,67,0.7778,0.0946,0.1687,0.3182
699,700,motor,high,high,f,0.39,100169,421,99748,40,300,99448,381,0.1176,0.095,0.1051,0.1123
700,701,motor_scooter,high,high,f,0.43,100169,226,99943,20,73,99870,206,0.2151,0.0885,0.1254,0.1672
701,702,motor_vehicle,weak,low,r,0.45,100169,10,100159,0,0,100159,10,0.0,0.0,0.0,0.0
702,703,motorcycle,high,high,f,0.39,100169,1720,98449,1080,512,97937,640,0.6784,0.6279,0.6522,0.6677
703,704,mound_(baseball),high,high,f,0.44,100169,261,99908,56,126,99782,205,0.3077,0.2146,0.2528,0.2831
704,705,mouse_(computer_equipment),high,high,f,0.39,100169,1337,98832,744,1187,97645,593,0.3853,0.5565,0.4553,0.4106
705,706,mousepad,high,high,f,0.39,100169,293,99876,37,233,99643,256,0.137,0.1263,0.1314,0.1347
706,707,muffin,medium,medium,c,0.44,100169,62,100107,5,2,100105,57,0.7143,0.0806,0.1449,0.2778
707,708,mug,high,high,f,0.4,100169,814,99355,36,159,99196,778,0.1846,0.0442,0.0714,0.1129
708,709,mushroom,high,high,f,0.34,100169,407,99762,135,13146,86616,272,0.0102,0.3317,0.0197,0.0126
709,710,music_stool,weak,low,r,0.45,100169,6,100163,0,0,100163,6,0.0,0.0,0.0,0.0
710,711,musical_instrument,medium,medium,c,0.39,100169,16,100153,2,157,99996,14,0.0126,0.125,0.0229,0.0153
711,712,nailfile,weak,low,r,0.45,100169,7,100162,0,0,100162,7,0.0,0.0,0.0,0.0
712,713,napkin,high,high,f,0.37,100169,1791,98378,404,2559,95819,1387,0.1363,0.2256,0.17,0.1481
713,714,neckerchief,weak,low,r,0.45,100169,2,100167,0,0,100167,2,0.0,0.0,0.0,0.0
714,715,necklace,high,high,f,0.35,100169,1915,98254,169,2923,95331,1746,0.0547,0.0883,0.0675,0.0592
715,716,necktie,high,high,f,0.38,100169,1940,98229,263,262,97967,1677,0.501,0.1356,0.2134,0.3255
716,717,needle,medium,medium,c,0.39,100169,13,100156,1,127,100029,12,0.0078,0.0769,0.0142,0.0095
717,718,nest,medium,medium,c,0.42,100169,16,100153,5,0,100153,11,1.0,0.3125,0.4762,0.6944
718,719,newspaper,high,high,f,0.38,100169,448,99721,18,187,99534,430,0.0878,0.0402,0.0551,0.071
719,720,newsstand,medium,medium,c,0.43,100169,12,100157,1,19,100138,11,0.05,0.0833,0.0625,0.0543
720,721,nightshirt,medium,medium,c,0.39,100169,18,100151,2,606,99545,16,0.0033,0.1111,0.0064,0.0041
721,722,nosebag_(for_animals),weak,low,r,0.45,100169,4,100165,0,0,100165,4,0.0,0.0,0.0,0.0
722,723,noseband_(for_animals),medium,medium,c,0.3,100169,71,100098,71,99958,140,0,0.0007,1.0,0.0014,0.0009
723,724,notebook,high,high,f,0.41,100169,189,99980,12,83,99897,177,0.1263,0.0635,0.0845,0.1054
724,725,notepad,medium,medium,c,0.41,100169,74,100095,4,53,100042,70,0.0702,0.0541,0.0611,0.0662
725,726,nut,high,high,f,0.36,100169,103,100066,33,17194,82872,70,0.0019,0.3204,0.0038,0.0024
726,727,nutcracker,weak,low,r,0.45,100169,3,100166,0,0,100166,3,0.0,0.0,0.0,0.0
727,728,oar,high,high,f,0.2,100169,110,100059,110,100059,0,0,0.0011,1.0,0.0022,0.0014
728,729,octopus_(food),weak,low,r,0.45,100169,5,100164,0,0,100164,5,0.0,0.0,0.0,0.0
729,730,octopus_(animal),weak,low,r,0.45,100169,9,100160,0,0,100160,9,0.0,0.0,0.0,0.0
730,731,oil_lamp,medium,medium,c,0.38,100169,15,100154,1,725,99429,14,0.0014,0.0667,0.0027,0.0017
731,732,olive_oil,medium,medium,c,0.37,100169,25,100144,6,1425,98719,19,0.0042,0.24,0.0082,0.0052
732,733,omelet,weak,low,r,0.45,100169,7,100162,0,2,100160,7,0.0,0.0,0.0,0.0
733,734,onion,high,high,f,0.39,100169,647,99522,42,1031,98491,605,0.0391,0.0649,0.0488,0.0425
734,735,orange_(fruit),high,high,f,0.41,100169,824,99345,137,95,99250,687,0.5905,0.1663,0.2595,0.391
735,736,orange_juice,medium,medium,c,0.45,100169,100,100069,4,19,100050,96,0.1739,0.04,0.065,0.1042
736,737,ostrich,medium,medium,c,0.45,100169,47,100122,3,0,100122,44,1.0,0.0638,0.12,0.2542
737,738,ottoman,high,high,f,0.38,100169,121,100048,1,97,99951,120,0.0102,0.0083,0.0091,0.0097
738,739,oven,high,high,f,0.41,100169,731,99438,142,236,99202,589,0.3757,0.1943,0.2561,0.3165
739,740,overalls_(clothing),medium,medium,c,0.38,100169,73,100096,5,867,99229,68,0.0057,0.0685,0.0106,0.007
