row,cat_id,name,bucket,confidence,frequency,threshold,total_images,num_positives,num_negatives,TP,FP,TN,FN,precision,recall,f1,weighted_f1
243,244,chime,weak,low,r,0.45,100169,2,100167,0,0,100167,2,0.0,0.0,0.0,0.0
244,245,chinaware,weak,low,r,0.45,100169,5,100164,0,0,100164,5,0.0,0.0,0.0,0.0
245,246,crisp_(potato_chip),medium,medium,c,0.39,100169,45,100124,5,1053,99071,40,0.0047,0.1111,0.0091,0.0058
246,247,poker_chip,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
247,248,chocolate_bar,medium,medium,c,0.42,100169,23,100146,2,42,100104,21,0.0455,0.087,0.0597,0.0503
248,249,chocolate_cake,medium,medium,c,0.46,100169,32,100137,8,35,100102,24,0.186,0.25,0.2133,0.1961
249,250,chocolate_milk,weak,low,r,0.45,100169,4,100165,0,0,100165,4,0.0,0.0,0.0,0.0
250,251,chocolate_mousse,weak,low,r,0.45,100169,1,100168,0,7,100161,1,0.0,0.0,0.0,0.0
251,252,choker,high,high,f,0.37,100169,858,99311,80,1446,97865,778,0.0524,0.0932,0.0671,0.0575
252,253,chopping_board,high,high,f,0.39,100169,661,99508,55,332,99176,606,0.1421,0.0832,0.105,0.1245
253,254,chopstick,high,high,f,0.41,100169,168,100001,6,235,99766,162,0.0249,0.0357,0.0293,0.0265
254,255,Christmas_tree,high,high,f,0.4,100169,210,99959,73,40,99919,137,0.646,0.3476,0.452,0.5514
255,256,slide,medium,medium,c,0.39,100169,65,100104,4,1016,99088,61,0.0039,0.0615,0.0074,0.0048
256,257,cider,weak,low,r,0.45,100169,4,100165,0,0,100165,4,0.0,0.0,0.0,0.0
257,258,cigar_box,weak,low,r,0.45,100169,2,100167,0,0,100167,2,0.0,0.0,0.0,0.0
258,259,cigarette,high,high,f,0.41,100169,159,100010,1,10,100000,158,0.0909,0.0063,0.0118,0.0246
259,260,cigarette_case,medium,medium,c,0.39,100169,31,100138,1,210,99928,30,0.0047,0.0323,0.0083,0.0057
260,261,cistern,high,high,f,0.38,100169,811,99358,120,1170,98188,691,0.093,0.148,0.1142,0.1005
261,262,clarinet,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
262,263,clasp,medium,medium,c,0.36,100169,42,100127,4,6842,93285,38,0.0006,0.0952,0.0012,0.0007
263,264,cleansing_agent,medium,medium,c,0.38,100169,27,100142,1,244,99898,26,0.0041,0.037,0.0074,0.005
264,265,cleat_(for_securing_rope),weak,low,r,0.45,100169,2,100167,0,0,100167,2,0.0,0.0,0.0,0.0
265,266,clementine,weak,low,r,0.45,100169,5,100164,0,18,100146,5,0.0,0.0,0.0,0.0
266,267,clip,medium,medium,c,0.37,100169,95,100074,17,7096,92978,78,0.0024,0.1789,0.0047,0.003
267,268,clipboard,medium,medium,c,0.4,100169,32,100137,2,39,100098,30,0.0488,0.0625,0.0548,0.051
268,269,clippers_(for_plants),weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
269,270,cloak,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
270,271,clock,high,high,f,0.38,100169,1844,98325,271,311,98014,1573,0.4656,0.147,0.2234,0.3248
271,272,clock_tower,high,high,f,0.41,100169,897,99272,464,425,98847,433,0.5219,0.5173,0.5196,0.521
272,273,clothes_hamper,medium,medium,c,0.38,100169,31,100138,2,886,99252,29,0.0023,0.0645,0.0044,0.0028
273,274,clothespin,medium,medium,c,0.39,100169,23,100146,1,131,100015,22,0.0076,0.0435,0.0129,0.0091
274,275,clutch_bag,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
275,276,coaster,high,high,f,0.38,100169,202,99967,4,410,99557,198,0.0097,0.0198,0.013,0.0108
276,277,coat,high,high,f,0.39,100169,746,99423,10,197,99226,736,0.0483,0.0134,0.021,0.0318
277,278,coat_hanger,medium,medium,c,0.37,100169,44,100125,10,910,99215,34,0.0109,0.2273,0.0207,0.0134
278,279,coatrack,medium,medium,c,0.38,100169,14,100155,3,2385,97770,11,0.0013,0.2143,0.0025,0.0016
279,280,cock,medium,medium,c,0.43,100169,26,100143,3,0,100143,23,1.0,0.1154,0.2069,0.3947
280,281,cockroach,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
281,282,cocoa_(beverage),weak,low,r,0.45,100169,2,100167,0,0,100167,2,0.0,0.0,0.0,0.0
282,283,coconut,medium,medium,c,0.39,100169,25,100144,2,367,99777,23,0.0054,0.08,0.0102,0.0067
283,284,coffee_maker,high,high,f,0.44,100169,238,99931,5,10,99921,233,0.3333,0.021,0.0395,0.0839
284,285,coffee_table,high,high,f,0.39,100169,592,99577,29,534,99043,563,0.0515,0.049,0.0502,0.051
285,286,coffeepot,medium,medium,c,0.42,100169,26,100143,1,64,100079,25,0.0154,0.0385,0.022,0.0175
286,287,coil,weak,low,r,0.45,100169,5,100164,0,0,100164,5,0.0,0.0,0.0,0.0
287,288,coin,medium,medium,c,0.36,100169,42,100127,4,1624,98503,38,0.0025,0.0952,0.0048,0.0031
288,289,colander,medium,medium,c,0.38,100169,13,100156,1,452,99704,12,0.0022,0.0769,0.0043,0.0027
289,290,coleslaw,medium,medium,c,0.41,100169,46,100123,6,301,99822,40,0.0195,0.1304,0.034,0.0235
290,291,coloring_material,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
291,292,combination_lock,weak,low,r,0.45,100169,8,100161,0,0,100161,8,0.0,0.0,0.0,0.0
292,293,pacifier,medium,medium,c,0.41,100169,34,100135,3,205,99930,31,0.0144,0.0882,0.0248,0.0173
293,294,comic_book,weak,low,r,0.45,100169,5,100164,0,0,100164,5,0.0,0.0,0.0,0.0
294,295,compass,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
295,296,computer_keyboard,high,high,f,0.39,100169,1871,98298,980,576,97722,891,0.6298,0.5238,0.5719,0.6053
296,297,condiment,high,high,f,0.39,100169,717,99452,139,1212,98240,578,0.1029,0.1939,0.1344,0.1135
297,298,cone,high,high,f,0.39,100169,1010,99159,93,2220,96939,917,0.0402,0.0921,0.056,0.0453
298,299,control,high,high,f,0.37,100169,679,99490,208,3476,96014,471,0.0565,0.3063,0.0953,0.0675
299,300,convertible_(automobile),weak,low,r,0.45,100169,3,100166,0,0,100166,3,0.0,0.0,0.0,0.0
300,301,sofa_bed,weak,low,r,0.45,100169,4,100165,0,8,100157,4,0.0,0.0,0.0,0.0
301,302,cooker,weak,low,r,0.45,100169,1,100168,0,4,100164,1,0.0,0.0,0.0,0.0
302,303,cookie,high,high,f,0.39,100169,166,100003,13,664,99339,153,0.0192,0.0783,0.0308,0.0226
303,304,cooking_utensil,weak,low,r,0.45,100169,2,100167,0,2,100165,2,0.0,0.0,0.0,0.0
304,305,cooler_(for_food),high,high,f,0.39,100169,266,99903,1,118,99785,265,0.0084,0.0038,0.0052,0.0067
305,306,cork_(bottle_plug),high,high,f,0.42,100169,101,100068,2,3,100065,99,0.4,0.0198,0.0377,0.0826
306,307,corkboard,weak,low,r,0.45,100169,6,100163,0,0,100163,6,0.0,0.0,0.0,0.0
307,308,corkscrew,medium,medium,c,0.36,100169,14,100155,7,4877,95278,7,0.0014,0.5,0.0029,0.0018
308,309,edible_corn,high,high,f,0.38,100169,133,100036,18,1579,98457,115,0.0113,0.1353,0.0208,0.0138
309,310,cornbread,weak,low,r,0.45,100169,2,100167,0,0,100167,2,0.0,0.0,0.0,0.0
310,311,cornet,medium,medium,c,0.37,100169,38,100131,3,3548,96583,35,0.0008,0.0789,0.0017,0.0011
311,312,cornice,medium,medium,c,0.36,100169,95,100074,9,7928,92146,86,0.0011,0.0947,0.0022,0.0014
312,313,cornmeal,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
313,314,corset,medium,medium,c,0.39,100169,12,100157,3,101,100056,9,0.0288,0.25,0.0517,0.035
314,315,costume,medium,medium,c,0.42,100169,49,100120,1,4,100116,48,0.2,0.0204,0.037,0.0725
315,316,cougar,weak,low,r,0.45,100169,5,100164,0,0,100164,5,0.0,0.0,0.0,0.0
316,317,coverall,weak,low,r,0.45,100169,5,100164,0,0,100164,5,0.0,0.0,0.0,0.0
317,318,cowbell,medium,medium,c,0.36,100169,16,100153,8,8460,91693,8,0.0009,0.5,0.0019,0.0012
318,319,cowboy_hat,high,high,f,0.4,100169,216,99953,3,83,99870,213,0.0349,0.0139,0.0199,0.0268
319,320,crab_(animal),medium,medium,c,0.38,100169,12,100157,4,481,99676,8,0.0082,0.3333,0.0161,0.0102
320,321,crabmeat,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
321,322,cracker,medium,medium,c,0.38,100169,54,100115,5,1847,98268,49,0.0027,0.0926,0.0052,0.0034
322,323,crape,weak,low,r,0.45,100169,5,100164,0,0,100164,5,0.0,0.0,0.0,0.0
323,324,crate,high,high,f,0.39,100169,245,99924,3,204,99720,242,0.0145,0.0122,0.0133,0.014
324,325,crayon,medium,medium,c,0.39,100169,12,100157,1,70,100087,11,0.0141,0.0833,0.0241,0.0169
325,326,cream_pitcher,weak,low,r,0.45,100169,7,100162,0,0,100162,7,0.0,0.0,0.0,0.0
326,327,crescent_roll,medium,medium,c,0.4,100169,35,100134,4,463,99671,31,0.0086,0.1143,0.0159,0.0105
327,328,crib,medium,medium,c,0.41,100169,36,100133,2,3,100130,34,0.4,0.0556,0.0976,0.1786
328,329,crock_pot,medium,medium,c,0.37,100169,32,100137,4,2820,97317,28,0.0014,0.125,0.0028,0.0018
329,330,crossbar,high,high,f,0.34,100169,1027,99142,638,51718,47424,389,0.0122,0.6212,0.0239,0.0152
330,331,crouton,weak,low,r,0.45,100169,10,100159,0,0,100159,10,0.0,0.0,0.0,0.0
331,332,crow,medium,medium,c,0.47,100169,12,100157,1,0,100157,11,1.0,0.0833,0.1538,0.3125
332,333,crowbar,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
333,334,crown,medium,medium,c,0.38,100169,67,100102,1,73,100029,66,0.0135,0.0149,0.0142,0.0138
334,335,crucifix,medium,medium,c,0.38,100169,71,100098,3,102,99996,68,0.0286,0.0423,0.0341,0.0305
335,336,cruise_ship,medium,medium,c,0.41,100169,30,100139,13,20,100119,17,0.3939,0.4333,0.4127,0.4012
336,337,police_cruiser,medium,medium,c,0.43,100169,48,100121,4,17,100104,44,0.1905,0.0833,0.1159,0.1515
337,338,crumb,high,high,f,0.38,100169,249,99920,24,920,99000,225,0.0254,0.0964,0.0402,0.0298
338,339,crutch,medium,medium,c,0.37,100169,13,100156,1,3115,97041,12,0.0003,0.0769,0.0006,0.0004
339,340,cub_(animal),medium,medium,c,0.41,100169,29,100140,2,16,100124,27,0.1111,0.069,0.0851,0.099
340,341,cube,medium,medium,c,0.37,100169,14,100155,1,1671,98484,13,0.0006,0.0714,0.0012,0.0007
341,342,cucumber,high,high,f,0.38,100169,236,99933,31,1742,98191,205,0.0175,0.1314,0.0309,0.0212
342,343,cufflink,medium,medium,c,0.39,100169,15,100154,2,44,100110,13,0.0435,0.1333,0.0656,0.0503
343,344,cup,high,high,f,0.38,100169,1521,98648,118,1175,97473,1403,0.0913,0.0776,0.0839,0.0882
344,345,trophy_cup,medium,medium,c,0.44,100169,25,100144,1,0,100144,24,1.0,0.04,0.0769,0.1724
345,346,cupboard,high,high,f,0.39,100169,249,99920,49,2221,97699,200,0.0216,0.1968,0.0389,0.0263
346,347,cupcake,high,high,f,0.43,100169,139,100030,25,65,99965,114,0.2778,0.1799,0.2183,0.2505
347,348,hair_curler,weak,low,r,0.45,100169,2,100167,0,0,100167,2,0.0,0.0,0.0,0.0
348,349,curling_iron,weak,low,r,0.45,100169,2,100167,0,0,100167,2,0.0,0.0,0.0,0.0
349,350,curtain,high,high,f,0.37,100169,1890,98279,212,1379,96900,1678,0.1332,0.1122,0.1218,0.1284
350,351,cushion,high,high,f,0.38,100169,1240,98929,158,1224,97705,1082,0.1143,0.1274,0.1205,0.1167
351,352,cylinder,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
352,353,cymbal,weak,low,r,0.45,100169,9,100160,0,0,100160,9,0.0,0.0,0.0,0.0
353,354,dagger,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
354,355,dalmatian,weak,low,r,0.45,100169,3,100166,0,3,100163,3,0.0,0.0,0.0,0.0
355,356,dartboard,medium,medium,c,0.34,100169,11,100158,4,6283,93875,7,0.0006,0.3636,0.0013,0.0008
356,357,date_(fruit),weak,low,r,0.45,100169,4,100165,0,0,100165,4,0.0,0.0,0.0,0.0
357,358,deck_chair,high,high,f,0.42,100169,236,99933,14,62,99871,222,0.1842,0.0593,0.0897,0.1296
358,359,deer,medium,medium,c,0.39,100169,44,100125,4,73,100052,40,0.0519,0.0909,0.0661,0.0568
359,360,dental_floss,medium,medium,c,0.39,100169,19,100150,1,301,99849,18,0.0033,0.0526,0.0062,0.0041
360,361,desk,high,high,f,0.43,100169,1100,99069,407,458,98611,693,0.4705,0.37,0.4142,0.4463
361,362,detergent,weak,low,r,0.45,100169,7,100162,0,0,100162,7,0.0,0.0,0.0,0.0
362,363,diaper,medium,medium,c,0.43,100169,69,100100,4,12,100088,65,0.25,0.058,0.0941,0.1504
363,364,diary,weak,low,r,0.45,100169,2,100167,0,0,100167,2,0.0,0.0,0.0,0.0
364,365,die,weak,low,r,0.45,100169,8,100161,0,0,100161,8,0.0,0.0,0.0,0.0
365,366,dinghy,weak,low,r,0.45,100169,5,100164,0,0,100164,5,0.0,0.0,0.0,0.0
366,367,dining_table,high,high,f,0.38,100169,227,99942,42,1365,98577,185,0.0299,0.185,0.0514,0.0359
367,368,tux,weak,low,r,0.45,100169,6,100163,0,1,100162,6,0.0,0.0,0.0,0.0
368,369,dish,high,high,f,0.39,100169,106,100063,37,3120,96943,69,0.0117,0.3491,0.0227,0.0145
369,370,dish_antenna,medium,medium,c,0.41,100169,81,100088,1,64,100024,80,0.0154,0.0123,0.0137,0.0147
370,371,dishrag,medium,medium,c,0.36,100169,17,100152,9,11026,89126,8,0.0008,0.5294,0.0016,0.001
371,372,dishtowel,high,high,f,0.33,100169,134,100035,70,25264,74771,64,0.0028,0.5224,0.0055,0.0034
372,373,dishwasher,high,high,f,0.43,100169,312,99857,8,72,99785,304,0.1,0.0256,0.0408,0.0633
373,374,dishwasher_detergent,weak,low,r,0.45,100169,8,100161,0,0,100161,8,0.0,0.0,0.0,0.0
374,375,dispenser,high,high,f,0.38,100169,271,99898,80,3292,96606,191,0.0237,0.2952,0.0439,0.0291
375,376,diving_board,weak,low,r,0.45,100169,2,100167,0,2,100165,2,0.0,0.0,0.0,0.0
376,377,Dixie_cup,high,high,f,0.39,100169,103,100066,3,113,99953,100,0.0259,0.0291,0.0274,0.0265
377,378,dog,high,high,f,0.39,100169,1938,98231,774,1004,97227,1164,0.4353,0.3994,0.4166,0.4276
378,379,dog_collar,high,high,f,0.4,100169,574,99595,86,336,99259,488,0.2038,0.1498,0.1727,0.1901
379,380,doll,high,high,f,0.42,100169,120,100049,9,5,100044,111,0.6429,0.075,0.1343,0.2557
380,381,dollar,weak,low,r,0.45,100169,2,100167,0,0,100167,2,0.0,0.0,0.0,0.0
381,382,dollhouse,weak,low,r,0.45,100169,2,100167,0,3,100164,2,0.0,0.0,0.0,0.0
382,383,dolphin,medium,medium,c,0.4,100169,13,100156,1,70,100086,12,0.0141,0.0769,0.0238,0.0168
383,384,domestic_ass,medium,medium,c,0.41,100169,29,100140,2,15,100125,27,0.1176,0.069,0.087,0.1031
384,385,doorknob,high,high,f,0.35,100169,1710,98459,252,5073,93386,1458,0.0473,0.1474,0.0716,0.0548
385,386,doormat,medium,medium,c,0.39,100169,66,100103,1,89,100014,65,0.0111,0.0152,0.0128,0.0117
386,387,doughnut,high,high,f,0.41,100169,1008,99161,343,254,98907,665,0.5745,0.3403,0.4274,0.505
387,388,dove,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
388,389,dragonfly,weak,low,r,0.45,100169,3,100166,0,0,100166,3,0.0,0.0,0.0,0.0
389,390,drawer,high,high,f,0.38,100169,1942,98227,295,2324,95903,1647,0.1126,0.1519,0.1294,0.1188
390,391,underdrawers,medium,medium,c,0.38,100169,19,100150,1,367,99783,18,0.0027,0.0526,0.0052,0.0034
391,392,dress,high,high,f,0.37,100169,1488,98681,192,1350,97331,1296,0.1245,0.129,0.1267,0.1254
392,393,dress_hat,medium,medium,c,0.4,100169,46,100123,3,63,100060,43,0.0455,0.0652,0.0536,0.0484
393,394,dress_suit,high,high,f,0.4,100169,106,100063,1,61,100002,105,0.0161,0.0094,0.0119,0.0141
394,395,dresser,high,high,f,0.43,100169,115,100054,2,13,100041,113,0.1333,0.0174,0.0308,0.0571
395,396,drill,medium,medium,c,0.38,100169,19,100150,1,1170,98980,18,0.0009,0.0526,0.0017,0.0011
396,397,drone,weak,low,r,0.45,100169,2,100167,0,0,100167,2,0.0,0.0,0.0,0.0
397,398,dropper,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
398,399,drum_(musical_instrument),medium,medium,c,0.38,100169,28,100141,4,1148,98993,24,0.0035,0.1429,0.0068,0.0043
399,400,drumstick,weak,low,r,0.45,100169,9,100160,0,0,100160,9,0.0,0.0,0.0,0.0
400,401,duck,high,high,f,0.42,100169,192,99977,26,27,99950,166,0.4906,0.1354,0.2122,0.3218
401,402,duckling,medium,medium,c,0.43,100169,12,100157,3,5,100152,9,0.375,0.25,0.3,0.3409
402,403,duct_tape,medium,medium,c,0.39,100169,21,100148,1,267,99881,20,0.0037,0.0476,0.0069,0.0046
403,404,duffel_bag,high,high,f,0.39,100169,247,99922,8,102,99820,239,0.0727,0.0324,0.0448,0.0582
404,405,dumbbell,weak,low,r,0.45,100169,6,100163,0,0,100163,6,0.0,0.0,0.0,0.0
405,406,dumpster,medium,medium,c,0.44,100169,64,100105,1,14,100091,63,0.0667,0.0156,0.0253,0.0403
406,407,dustpan,weak,low,r,0.45,100169,7,100162,0,0,100162,7,0.0,0.0,0.0,0.0
407,408,eagle,medium,medium,c,0.42,100169,40,100129,5,7,100122,35,0.4167,0.125,0.1923,0.2841
408,409,earphone,high,high,f,0.39,100169,542,99627,29,708,98919,513,0.0393,0.0535,0.0453,0.0415
409,410,earplug,weak,low,r,0.45,100169,2,100167,0,0,100167,2,0.0,0.0,0.0,0.0
410,411,earring,high,high,f,0.37,100169,1898,98271,124,1890,96381,1774,0.0616,0.0653,0.0634,0.0623
411,412,easel,medium,medium,c,0.4,100169,36,100133,1,44,100089,35,0.0222,0.0278,0.0247,0.0231
412,413,eclair,weak,low,r,0.45,100169,4,100165,0,0,100165,4,0.0,0.0,0.0,0.0
413,414,eel,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
414,415,egg,high,high,f,0.41,100169,191,99978,3,73,99905,188,0.0395,0.0157,0.0225,0.0303
415,416,egg_roll,weak,low,r,0.45,100169,6,100163,0,0,100163,6,0.0,0.0,0.0,0.0
416,417,egg_yolk,medium,medium,c,0.39,100169,41,100128,6,694,99434,35,0.0086,0.1463,0.0162,0.0106
417,418,eggbeater,medium,medium,c,0.4,100169,39,100130,1,248,99882,38,0.004,0.0256,0.0069,0.0048
418,419,eggplant,medium,medium,c,0.4,100169,46,100123,4,151,99972,42,0.0258,0.087,0.0398,0.03
419,420,electric_chair,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
420,421,refrigerator,high,high,f,0.42,100169,1451,98718,294,192,98526,1157,0.6049,0.2026,0.3036,0.433
421,422,elephant,high,high,f,0.39,100169,1878,98291,1287,91,98200,591,0.934,0.6853,0.7905,0.8708
422,423,elk,medium,medium,c,0.41,100169,11,100158,1,119,100039,10,0.0083,0.0909,0.0153,0.0102
423,424,envelope,medium,medium,c,0.37,100169,82,100087,8,366,99721,74,0.0214,0.0976,0.0351,0.0253
424,425,eraser,medium,medium,c,0.38,100169,18,100151,1,541,99610,17,0.0018,0.0556,0.0036,0.0023
425,426,escargot,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
426,427,eyepatch,weak,low,r,0.45,100169,7,100162,0,0,100162,7,0.0,0.0,0.0,0.0
427,428,falcon,weak,low,r,0.45,100169,3,100166,0,0,100166,3,0.0,0.0,0.0,0.0
428,429,fan,high,high,f,0.38,100169,575,99594,14,1303,98291,561,0.0106,0.0243,0.0148,0.012
429,430,faucet,high,high,f,0.39,100169,1907,98262,288,1349,96913,1619,0.1759,0.151,0.1625,0.1703
430,431,fedora,weak,low,r,0.45,100169,8,100161,0,0,100161,8,0.0,0.0,0.0,0.0
431,432,ferret,weak,low,r,0.45,100169,4,100165,0,1,100164,4,0.0,0.0,0.0,0.0
432,433,Ferris_wheel,medium,medium,c,0.42,100169,32,100137,1,10,100127,31,0.0909,0.0312,0.0465,0.0658
433,434,ferry,medium,medium,c,0.44,100169,11,100158,1,5,100153,10,0.1667,0.0909,0.1176,0.1429
434,435,fig_(fruit),weak,low,r,0.45,100169,4,100165,0,0,100165,4,0.0,0.0,0.0,0.0
435,436,fighter_jet,medium,medium,c,0.42,100169,54,100115,6,104,100011,48,0.0545,0.1111,0.0732,0.0607
436,437,figurine,high,high,f,0.39,100169,202,99967,16,252,99715,186,0.0597,0.0792,0.0681,0.0628
437,438,file_cabinet,medium,medium,c,0.42,100169,32,100137,2,196,99941,30,0.0101,0.0625,0.0174,0.0121
438,439,file_(tool),weak,low,r,0.45,100169,3,100166,0,0,100166,3,0.0,0.0,0.0,0.0
439,440,fire_alarm,high,high,f,0.33,100169,130,100039,46,21511,78528,84,0.0021,0.3538,0.0042,0.0027
440,441,fire_engine,high,high,f,0.44,100169,119,100050,45,42,100008,74,0.5172,0.3782,0.4369,0.4818
441,442,fire_extinguisher,high,high,f,0.44,100169,141,100028,1,32,99996,140,0.0303,0.0071,0.0115,0.0183
442,443,fire_hose,medium,medium,c,0.43,100169,29,100140,7,39,100101,22,0.1522,0.2414,0.1867,0.1643
443,444,fireplace,high,high,f,0.41,100169,525,99644,90,91,99553,435,0.4972,0.1714,0.255,0.3603
444,445,fireplug,high,high,f,0.42,100169,1323,98846,560,109,98737,763,0.8371,0.4233,0.5622,0.7002
445,446,first-aid_kit,weak,low,r,0.45,100169,2,100167,0,0,100167,2,0.0,0.0,0.0,0.0
446,447,fish,high,high,f,0.39,100169,113,100056,4,65,99991,109,0.058,0.0354,0.044,0.0514
447,448,fish_(food),medium,medium,c,0.4,100169,16,100153,1,17,100136,15,0.0556,0.0625,0.0588,0.0568
448,449,fishbowl,weak,low,r,0.45,100169,7,100162,0,0,100162,7,0.0,0.0,0.0,0.0
449,450,fishing_rod,medium,medium,c,0.42,100169,35,100134,3,15,100119,32,0.1667,0.0857,0.1132,0.1402
450,451,flag,high,high,f,0.37,100169,1908,98261,105,676,97585,1803,0.1344,0.055,0.0781,0.1043
451,452,flagpole,high,high,f,0.4,100169,353,99816,8,127,99689,345,0.0593,0.0227,0.0328,0.0448
452,453,flamingo,medium,medium,c,0.44,100169,18,100151,3,1,100150,15,0.75,0.1667,0.2727,0.4412
453,454,flannel,medium,medium,c,0.39,100169,14,100155,1,590,99565,13,0.0017,0.0714,0.0033,0.0021
454,455,flap,medium,medium,c,0.37,100169,77,100092,15,8770,91322,62,0.0017,0.1948,0.0034,0.0021
455,456,flash,weak,low,r,0.45,100169,8,100161,0,0,100161,8,0.0,0.0,0.0,0.0
456,457,flashlight,medium,medium,c,0.39,100169,37,100132,2,382,99750,35,0.0052,0.0541,0.0095,0.0064
457,458,fleece,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
458,459,flip-flop_(sandal),high,high,f,0.41,100169,346,99823,1,24,99799,345,0.04,0.0029,0.0054,0.0112
459,460,flipper_(footwear),medium,medium,c,0.38,100169,19,100150,4,1646,98504,15,0.0024,0.2105,0.0048,0.003
460,461,flower_arrangement,high,high,f,0.38,100169,1779,98390,571,215,98175,1208,0.7265,0.321,0.4452,0.5799
461,462,flute_glass,medium,medium,c,0.39,100169,23,100146,3,285,99861,20,0.0104,0.1304,0.0193,0.0128
462,463,foal,medium,medium,c,0.45,100169,25,100144,3,7,100137,22,0.3,0.12,0.1714,0.2308
463,464,folding_chair,medium,medium,c,0.35,100169,67,100102,6,4092,96010,61,0.0015,0.0896,0.0029,0.0018
464,465,food_processor,medium,medium,c,0.44,100169,19,100150,2,12,100138,17,0.1429,0.1053,0.1212,0.1333
465,466,football_(American),medium,medium,c,0.42,100169,28,100141,1,35,100106,27,0.0278,0.0357,0.0312,0.0291
466,467,football_helmet,weak,low,r,0.45,100169,4,100165,0,0,100165,4,0.0,0.0,0.0,0.0
467,468,footstool,medium,medium,c,0.38,100169,27,100142,1,837,99305,26,0.0012,0.037,0.0023,0.0015
468,469,fork,high,high,f,0.37,100169,1861,98308,483,3288,95020,1378,0.1281,0.2595,0.1715,0.1425
469,470,forklift,medium,medium,c,0.45,100169,11,100158,3,0,100158,8,1.0,0.2727,0.4286,0.6522
470,471,freight_car,medium,medium,c,0.42,100169,13,100156,4,321,99835,9,0.0123,0.3077,0.0237,0.0152
471,472,French_toast,medium,medium,c,0.45,100169,13,100156,1,3,100153,12,0.25,0.0769,0.1176,0.1724
472,473,freshener,medium,medium,c,0.36,100169,32,100137,11,5451,94686,21,0.002,0.3438,0.004,0.0025
473,474,frisbee,high,high,f,0.41,100169,1766,98403,578,488,97915,1188,0.5422,0.3273,0.4082,0.4793
474,475,frog,medium,medium,c,0.43,100169,42,100127,1,1,100126,41,0.5,0.0238,0.0455,0.1
475,476,fruit_juice,medium,medium,c,0.4,100169,17,100152,3,582,99570,14,0.0051,0.1765,0.01,0.0064
476,477,frying_pan,high,high,f,0.42,100169,128,100041,2,3,100038,126,0.4,0.0156,0.0301,0.0676
477,478,fudge,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
478,479,funnel,weak,low,r,0.45,100169,9,100160,0,0,100160,9,0.0,0.0,0.0,0.0
479,480,futon,weak,low,r,0.45,100169,10,100159,0,0,100159,10,0.0,0.0,0.0,0.0
480,481,gag,weak,low,r,0.45,100169,4,100165,0,0,100165,4,0.0,0.0,0.0,0.0
481,482,garbage,weak,low,r,0.45,100169,9,100160,0,0,100160,9,0.0,0.0,0.0,0.0
482,483,garbage_truck,medium,medium,c,0.45,100169,18,100151,4,17,100134,14,0.1905,0.2222,0.2051,0.1961
483,484,garden_hose,medium,medium,c,0.42,100169,41,100128,1,37,100091,40,0.0263,0.0244,0.0253,0.0259
484,485,gargle,medium,medium,c,0.39,100169,28,100141,2,351,99790,26,0.0057,0.0714,0.0105,0.0069
485,486,gargoyle,weak,low,r,0.45,100169,3,100166,0,0,100166,3,0.0,0.0,0.0,0.0
486,487,garlic,medium,medium,c,0.39,100169,65,100104,1,214,99890,64,0.0047,0.0154,0.0071,0.0054
487,488,gasmask,weak,low,r,0.45,100169,9,100160,0,0,100160,9,0.0,0.0,0.0,0.0
488,489,gazelle,medium,medium,c,0.38,100169,23,100146,11,1869,98277,12,0.0059,0.4783,0.0116,0.0073
489,490,gelatin,medium,medium,c,0.38,100169,24,100145,2,915,99230,22,0.0022,0.0833,0.0043,0.0027
490,491,gemstone,weak,low,r,0.45,100169,1,100168,0,0,100168,1,0.0,0.0,0.0,0.0
