lvis_row,cat_id,name,ram_row,ram_tag,bucket,frequency,target,threshold,subset_total,num_positives,num_negatives,TP,FP,TN,FN,precision,recall,target_met,best_precision,reason
263,264,cleansing_agent,958,cleaner,medium,c,0.8,,54,27,27,,,,,,,0,0.6316,unreachable
264,265,cleat_(for_securing_rope),961,cleat,weak,r,0.8,,,2,,,,,,,,0,,low_gt
265,266,clementine,962,clementine,weak,r,0.8,,,5,,,,,,,,0,,low_gt
266,267,clip,969,clip,medium,c,0.8,0.37,190,95,95,18,3,92,77,0.8571,0.1895,1,0.9091,ok
267,268,clipboard,971,clipboard,medium,c,0.8,0.34,64,32,32,17,4,28,15,0.8095,0.5312,1,1.0,ok
268,269,clippers_(for_plants),972,clipper,weak,r,0.8,,,1,,,,,,,,0,,low_gt
269,270,cloak,974,cloak,weak,r,0.8,,,1,,,,,,,,0,,low_gt
270,271,clock,397,clock,high,f,0.8,0.335,3688,1844,1844,1301,282,1562,543,0.8219,0.7055,1,1.0,ok
271,272,clock_tower,,,high,f,0.8,,,,,,,,,,,0,,unmapped
272,273,clothes_hamper,2389,laundry basket,medium,c,0.8,0.315,62,31,31,25,5,26,6,0.8333,0.8065,1,1.0,ok
273,274,clothespin,981,clothespin,medium,c,0.8,0.355,46,23,23,8,1,22,15,0.8889,0.3478,1,0.8889,ok
274,275,clutch_bag,992,clutch bag,weak,r,0.8,,,1,,,,,,,,0,,low_gt
275,276,coaster,3431,coaster,high,f,0.8,,404,202,202,,,,,,,0,0.7895,unreachable
276,277,coat,995,coat,high,f,0.8,0.385,1492,746,746,13,3,743,733,0.8125,0.0174,1,0.8125,ok
277,278,coat_hanger,,,medium,c,0.8,,,,,,,,,,,0,,unmapped
278,279,coatrack,996,coatrack,medium,c,0.8,,,14,,,,,,,,0,,low_gt
279,280,cock,998,cock,medium,c,0.8,0.37,52,26,26,4,1,25,22,0.8,0.1538,1,0.8,ok
280,281,cockroach,,,weak,r,0.8,,,,,,,,,,,0,,unmapped
281,282,cocoa_(beverage),1007,cocoa,weak,r,0.8,,,2,,,,,,,,0,,low_gt
282,283,coconut,1008,coconut,medium,c,0.8,0.325,50,25,25,24,6,19,1,0.8,0.96,1,0.95,ok
283,284,coffee_maker,1013,coffee machine,high,f,0.8,0.34,476,238,238,137,33,205,101,0.8059,0.5756,1,1.0,ok
284,285,coffee_table,1006,cocktail table,high,f,0.8,0.36,1184,592,592,52,12,580,540,0.8125,0.0878,1,0.8421,ok
285,286,coffeepot,1015,coffeepot,medium,c,0.8,0.335,52,26,26,17,3,23,9,0.85,0.6538,1,1.0,ok
286,287,coil,,,weak,r,0.8,,,,,,,,,,,0,,unmapped
287,288,coin,1019,coin,medium,c,0.8,0.34,84,42,42,21,5,37,21,0.8077,0.5,1,0.8333,ok
288,289,colander,1021,colander,medium,c,0.8,,,13,,,,,,,,0,,low_gt
289,290,coleslaw,1023,slaw,medium,c,0.8,0.345,92,46,46,46,11,35,0,0.807,1.0,1,1.0,ok
290,291,coloring_material,1032,coloring material,weak,r,0.8,,,1,,,,,,,,0,,low_gt
291,292,combination_lock,1036,combination lock,weak,r,0.8,,,8,,,,,,,,0,,low_gt
292,293,pacifier,2892,teething ring,medium,c,0.8,0.325,68,34,34,30,6,28,4,0.8333,0.8824,1,1.0,ok
293,294,comic_book,1043,comic book,weak,r,0.8,,,5,,,,,,,,0,,low_gt
294,295,compass,1051,compass,weak,r,0.8,,,1,,,,,,,,0,,low_gt
295,296,computer_keyboard,1062,keyboard,high,f,0.8,0.325,3742,1871,1871,1781,370,1501,90,0.828,0.9519,1,1.0,ok
296,297,condiment,1072,condiment,high,f,0.8,0.355,1434,717,717,676,145,572,41,0.8234,0.9428,1,1.0,ok
297,298,cone,1076,cone,high,f,0.8,0.395,2020,1010,1010,12,3,1007,998,0.8,0.0119,1,0.8,ok
298,299,control,1096,control,high,f,0.8,0.36,1358,679,679,433,79,600,246,0.8457,0.6377,1,1.0,ok
299,300,convertible_(automobile),1102,convertible,weak,r,0.8,,,3,,,,,,,,0,,low_gt
300,301,sofa_bed,,,weak,r,0.8,,,,,,,,,,,0,,unmapped
301,302,cooker,1107,cooker,weak,r,0.8,,,1,,,,,,,,0,,low_gt
302,303,cookie,450,biscuit,high,f,0.8,0.365,332,166,166,72,16,150,94,0.8182,0.4337,1,1.0,ok
303,304,cooking_utensil,,,weak,r,0.8,,,,,,,,,,,0,,unmapped
304,305,cooler_(for_food),1109,cooler,high,f,0.8,,532,266,266,,,,,,,0,0.5262,unreachable
305,306,cork_(bottle_plug),1118,cork,high,f,0.8,0.355,202,101,101,52,11,90,49,0.8254,0.5149,1,0.9,ok
306,307,corkboard,1119,corkboard,weak,r,0.8,,,6,,,,,,,,0,,low_gt
307,308,corkscrew,528,bottle screw,medium,c,0.8,,,14,,,,,,,,0,,low_gt
308,309,edible_corn,1121,corn,high,f,0.8,0.355,266,133,133,61,15,118,72,0.8026,0.4586,1,0.8824,ok
309,310,cornbread,1123,cornbread,weak,r,0.8,,,2,,,,,,,,0,,low_gt
310,311,cornet,1125,trumpet,medium,c,0.8,,76,38,38,,,,,,,0,0.7778,unreachable
311,312,cornice,1126,cornice,medium,c,0.8,,190,95,95,,,,,,,0,0.6,unreachable
312,313,cornmeal,1127,cornmeal,weak,r,0.8,,,1,,,,,,,,0,,low_gt
313,314,corset,1130,corset,medium,c,0.8,,,12,,,,,,,,0,,low_gt
314,315,costume,1135,costume,medium,c,0.8,0.35,98,49,49,31,6,43,18,0.8378,0.6327,1,1.0,ok
315,316,cougar,787,catamount,weak,r,0.8,,,5,,,,,,,,0,,low_gt
316,317,coverall,1159,coverall,weak,r,0.8,,,5,,,,,,,,0,,low_gt
317,318,cowbell,1161,cowbell,medium,c,0.8,,,16,,,,,,,,0,,low_gt
318,319,cowboy_hat,1164,cowboy hat,high,f,0.8,0.335,432,216,216,146,32,184,70,0.8202,0.6759,1,1.0,ok
319,320,crab_(animal),1165,crab,medium,c,0.8,,,12,,,,,,,,0,,low_gt
320,321,crabmeat,1166,crabmeat,weak,r,0.8,,,1,,,,,,,,0,,low_gt
321,322,cracker,,,medium,c,0.8,,,,,,,,,,,0,,unmapped
322,323,crape,1173,crape,weak,r,0.8,,,5,,,,,,,,0,,low_gt
323,324,crate,1175,crate,high,f,0.8,0.37,490,245,245,20,4,241,225,0.8333,0.0816,1,1.0,ok
324,325,crayon,1178,crayon,medium,c,0.8,,,12,,,,,,,,0,,low_gt
325,326,cream_pitcher,1180,cream pitcher,weak,r,0.8,,,7,,,,,,,,0,,low_gt
326,327,crescent_roll,1185,croissant,medium,c,0.8,0.32,70,35,35,35,8,27,0,0.814,1.0,1,1.0,ok
327,328,crib,,,medium,c,0.8,,,,,,,,,,,0,,unmapped
328,329,crock_pot,1193,crock pot,medium,c,0.8,0.355,64,32,32,17,4,28,15,0.8095,0.5312,1,0.8571,ok
329,330,crossbar,1198,crossbar,high,f,0.8,,2054,1027,1027,,,,,,,0,0.6154,unreachable
330,331,crouton,1202,crouton,weak,r,0.8,,,10,,,,,,,,0,,low_gt
331,332,crow,1203,crow,medium,c,0.8,,,12,,,,,,,,0,,low_gt
332,333,crowbar,1204,crowbar,weak,r,0.8,,,1,,,,,,,,0,,low_gt
333,334,crown,1207,crown,medium,c,0.8,,134,67,67,,,,,,,0,0.7647,unreachable
334,335,crucifix,1209,crucifix,medium,c,0.8,0.32,142,71,71,38,9,62,33,0.8085,0.5352,1,1.0,ok
335,336,cruise_ship,1211,cruise ship,medium,c,0.8,0.305,60,30,30,29,7,23,1,0.8056,0.9667,1,1.0,ok
336,337,police_cruiser,3149,police car,medium,c,0.8,0.3,96,48,48,44,8,40,4,0.8462,0.9167,1,1.0,ok
337,338,crumb,1213,crumb,high,f,0.8,0.37,498,249,249,77,14,235,172,0.8462,0.3092,1,1.0,ok
338,339,crutch,1215,crutch,medium,c,0.8,,,13,,,,,,,,0,,low_gt
339,340,cub_(animal),1217,cub,medium,c,0.8,0.35,58,29,29,27,4,25,2,0.871,0.931,1,1.0,ok
340,341,cube,1218,cube,medium,c,0.8,,,14,,,,,,,,0,,low_gt
341,342,cucumber,1219,cucumber,high,f,0.8,0.345,472,236,236,101,24,212,135,0.808,0.428,1,0.8721,ok
342,343,cufflink,1222,cufflink,medium,c,0.8,,,15,,,,,,,,0,,low_gt
343,344,cup,1225,cup,high,f,0.8,0.365,3042,1521,1521,288,57,1464,1233,0.8348,0.1893,1,1.0,ok
344,345,trophy_cup,4273,trophy cup,medium,c,0.8,0.33,50,25,25,12,2,23,13,0.8571,0.48,1,0.875,ok
345,346,cupboard,977,closet,high,f,0.8,0.33,498,249,249,215,53,196,34,0.8022,0.8635,1,0.9286,ok
346,347,cupcake,1226,cupcake,high,f,0.8,0.33,278,139,139,137,33,106,2,0.8059,0.9856,1,1.0,ok
347,348,hair_curler,1230,hair roller,weak,r,0.8,,,2,,,,,,,,0,,low_gt
348,349,curling_iron,,,weak,r,0.8,,,,,,,,,,,0,,unmapped
349,350,curtain,1234,curtain,high,f,0.8,0.35,3780,1890,1890,931,231,1659,959,0.8012,0.4926,1,1.0,ok
350,351,cushion,,,high,f,0.8,,,,,,,,,,,0,,unmapped
351,352,cylinder,1243,cylinder,weak,r,0.8,,,1,,,,,,,,0,,low_gt
352,353,cymbal,1244,cymbal,weak,r,0.8,,,9,,,,,,,,0,,low_gt
353,354,dagger,1249,dagger,weak,r,0.8,,,1,,,,,,,,0,,low_gt
354,355,dalmatian,758,dalmatian,weak,r,0.8,,,3,,,,,,,,0,,low_gt
355,356,dartboard,1265,dartboard,medium,c,0.8,,,11,,,,,,,,0,,low_gt
356,357,date_(fruit),1267,date,weak,r,0.8,,,4,,,,,,,,0,,low_gt
357,358,deck_chair,352,beach chair,high,f,0.8,0.31,472,236,236,208,52,184,28,0.8,0.8814,1,1.0,ok
358,359,deer,1282,deer,medium,c,0.8,0.335,88,44,44,31,7,37,13,0.8158,0.7045,1,1.0,ok
359,360,dental_floss,1699,floss,medium,c,0.8,,,19,,,,,,,,0,,low_gt
360,361,desk,,,high,f,0.8,,,,,,,,,,,0,,unmapped
361,362,detergent,1308,detergent,weak,r,0.8,,,7,,,,,,,,0,,low_gt
362,363,diaper,1312,diaper,medium,c,0.8,0.335,138,69,69,66,16,53,3,0.8049,0.9565,1,1.0,ok
363,364,diary,1314,journal,weak,r,0.8,,,2,,,,,,,,0,,low_gt
364,365,die,1315,die,weak,r,0.8,,,8,,,,,,,,0,,low_gt
365,366,dinghy,1322,rowboat,weak,r,0.8,,,5,,,,,,,,0,,low_gt
366,367,dining_table,,,high,f,0.8,,,,,,,,,,,0,,unmapped
367,368,tux,,,weak,r,0.8,,,,,,,,,,,0,,unmapped
368,369,dish,,,high,f,0.8,,,,,,,,,,,0,,unmapped
369,370,dish_antenna,1343,dish antenna,medium,c,0.8,,162,81,81,,,,,,,0,0.75,unreachable
370,371,dishrag,1345,dishrag,medium,c,0.8,,,17,,,,,,,,0,,low_gt
371,372,dishtowel,,,high,f,0.8,,,,,,,,,,,0,,unmapped
372,373,dishwasher,,,high,f,0.8,,,,,,,,,,,0,,unmapped
373,374,dishwasher_detergent,1347,dishsoap,weak,r,0.8,,,8,,,,,,,,0,,low_gt
374,375,dispenser,1349,dispenser,high,f,0.8,0.345,542,271,271,227,56,215,44,0.8021,0.8376,1,1.0,ok
375,376,diving_board,1355,diving board,weak,r,0.8,,,2,,,,,,,,0,,low_gt
376,377,Dixie_cup,1356,paper cup,high,f,0.8,0.33,206,103,103,42,10,93,61,0.8077,0.4078,1,1.0,ok
377,378,dog,1363,dog,high,f,0.8,0.335,3876,1938,1938,1592,326,1612,346,0.83,0.8215,1,1.0,ok
378,379,dog_collar,1366,dog collar,high,f,0.8,0.31,1148,574,574,518,124,450,56,0.8069,0.9024,1,1.0,ok
379,380,doll,1369,doll,high,f,0.8,0.335,240,120,120,107,26,94,13,0.8045,0.8917,1,1.0,ok
380,381,dollar,1370,dollar,weak,r,0.8,,,2,,,,,,,,0,,low_gt
381,382,dollhouse,1371,dollhouse,weak,r,0.8,,,2,,,,,,,,0,,low_gt
382,383,dolphin,1373,dolphin,medium,c,0.8,,,13,,,,,,,,0,,low_gt
383,384,domestic_ass,1377,donkey,medium,c,0.8,0.325,58,29,29,25,5,24,4,0.8333,0.8621,1,1.0,ok
384,385,doorknob,,,high,f,0.8,,,,,,,,,,,0,,unmapped
385,386,doormat,1382,doormat,medium,c,0.8,0.345,132,66,66,28,7,59,38,0.8,0.4242,1,0.8929,ok
386,387,doughnut,1378,donut,high,f,0.8,0.325,2016,1008,1008,987,232,776,21,0.8097,0.9792,1,1.0,ok
387,388,dove,,,weak,r,0.8,,,,,,,,,,,0,,unmapped
388,389,dragonfly,1391,dragonfly,weak,r,0.8,,,3,,,,,,,,0,,low_gt
389,390,drawer,1396,drawer,high,f,0.8,0.35,3884,1942,1942,1179,279,1663,763,0.8086,0.6071,1,1.0,ok
390,391,underdrawers,546,underdrawers,medium,c,0.8,,,19,,,,,,,,0,,low_gt
391,392,dress,1400,dress,high,f,0.8,0.345,2976,1488,1488,622,140,1348,866,0.8163,0.418,1,1.0,ok
392,393,dress_hat,1401,dress hat,medium,c,0.8,0.325,92,46,46,25,6,40,21,0.8065,0.5435,1,1.0,ok
393,394,dress_suit,1404,dress suit,high,f,0.8,0.325,212,106,106,58,12,94,48,0.8286,0.5472,1,0.9091,ok
394,395,dresser,1405,dresser,high,f,0.8,0.33,230,115,115,90,21,94,25,0.8108,0.7826,1,1.0,ok
395,396,drill,1410,drill,medium,c,0.8,,,19,,,,,,,,0,,low_gt
396,397,drone,1416,drone,weak,r,0.8,,,2,,,,,,,,0,,low_gt
397,398,dropper,1419,dropper,weak,r,0.8,,,1,,,,,,,,0,,low_gt
398,399,drum_(musical_instrument),1423,drum,medium,c,0.8,0.36,56,28,28,9,2,26,19,0.8182,0.3214,1,1.0,ok
399,400,drumstick,1425,drumstick,weak,r,0.8,,,9,,,,,,,,0,,low_gt
400,401,duck,1428,duck,high,f,0.8,0.345,384,192,192,138,34,158,54,0.8023,0.7188,1,1.0,ok
401,402,duckling,1430,duckling,medium,c,0.8,,,12,,,,,,,,0,,low_gt
402,403,duct_tape,1431,duct tape,medium,c,0.8,0.35,42,21,21,9,2,19,12,0.8182,0.4286,1,0.8571,ok
403,404,duffel_bag,1434,duffel,high,f,0.8,0.37,494,247,247,8,2,245,239,0.8,0.0324,1,0.8,ok
404,405,dumbbell,1436,dumbbell,weak,r,0.8,,,6,,,,,,,,0,,low_gt
405,406,dumpster,,,medium,c,0.8,,,,,,,,,,,0,,unmapped
406,407,dustpan,1444,dustpan,weak,r,0.8,,,7,,,,,,,,0,,low_gt
407,408,eagle,1448,eagle,medium,c,0.8,0.33,80,40,40,27,5,35,13,0.8438,0.675,1,1.0,ok
408,409,earphone,1451,earphone,high,f,0.8,0.375,1084,542,542,91,20,522,451,0.8198,0.1679,1,0.8198,ok
409,410,earplug,1452,earplug,weak,r,0.8,,,2,,,,,,,,0,,low_gt
410,411,earring,1453,earring,high,f,0.8,0.405,3796,1898,1898,5,1,1897,1893,0.8333,0.0026,1,0.8333,ok
411,412,easel,1455,easel,medium,c,0.8,0.355,72,36,36,11,1,35,25,0.9167,0.3056,1,1.0,ok
412,413,eclair,1461,eclair,weak,r,0.8,,,4,,,,,,,,0,,low_gt
413,414,eel,1467,eel,weak,r,0.8,,,1,,,,,,,,0,,low_gt
414,415,egg,1468,egg,high,f,0.8,0.355,382,191,191,80,20,171,111,0.8,0.4188,1,0.913,ok
415,416,egg_roll,1469,egg roll,weak,r,0.8,,,6,,,,,,,,0,,low_gt
416,417,egg_yolk,4573,yolk,medium,c,0.8,0.355,82,41,41,37,9,32,4,0.8043,0.9024,1,0.9,ok
417,418,eggbeater,1471,eggbeater,medium,c,0.8,,78,39,39,,,,,,,0,0.5849,unreachable
418,419,eggplant,175,eggplant,medium,c,0.8,0.35,92,46,46,29,5,41,17,0.8529,0.6304,1,0.8889,ok
419,420,electric_chair,1476,electric chair,weak,r,0.8,,,1,,,,,,,,0,,low_gt
420,421,refrigerator,,,high,f,0.8,,,,,,,,,,,0,,unmapped
421,422,elephant,1482,elephant,high,f,0.8,0.32,3756,1878,1878,1838,449,1429,40,0.8037,0.9787,1,1.0,ok
422,423,elk,2686,moose,medium,c,0.8,,,11,,,,,,,,0,,low_gt
423,424,envelope,1519,envelope,medium,c,0.8,0.335,164,82,82,40,8,74,42,0.8333,0.4878,1,1.0,ok
424,425,eraser,1522,eraser,medium,c,0.8,,,18,,,,,,,,0,,low_gt
425,426,escargot,1526,escargot,weak,r,0.8,,,1,,,,,,,,0,,low_gt
426,427,eyepatch,,,weak,r,0.8,,,,,,,,,,,0,,unmapped
427,428,falcon,1568,falcon,weak,r,0.8,,,3,,,,,,,,0,,low_gt
428,429,fan,1574,fan,high,f,0.8,,1150,575,575,,,,,,,0,0.75,unreachable
429,430,faucet,1591,faucet,high,f,0.8,0.33,3814,1907,1907,1708,410,1497,199,0.8064,0.8956,1,1.0,ok
430,431,fedora,1598,fedora,weak,r,0.8,,,8,,,,,,,,0,,low_gt
431,432,ferret,1608,ferret,weak,r,0.8,,,4,,,,,,,,0,,low_gt
432,433,Ferris_wheel,1609,ferris wheel,medium,c,0.8,0.305,64,32,32,28,7,25,4,0.8,0.875,1,1.0,ok
433,434,ferry,1610,ferry,medium,c,0.8,,,11,,,,,,,,0,,low_gt
434,435,fig_(fruit),1618,fig,weak,r,0.8,,,4,,,,,,,,0,,low_gt
435,436,fighter_jet,171,fighter jet,medium,c,0.8,0.295,108,54,54,54,13,41,0,0.806,1.0,1,1.0,ok
436,437,figurine,1621,figurine,high,f,0.8,0.35,404,202,202,85,17,185,117,0.8333,0.4208,1,1.0,ok
437,438,file_cabinet,1624,file cabinet,medium,c,0.8,0.32,64,32,32,29,7,25,3,0.8056,0.9062,1,1.0,ok
438,439,file_(tool),1622,file,weak,r,0.8,,,3,,,,,,,,0,,low_gt
439,440,fire_alarm,1639,fire alarm,high,f,0.8,,260,130,130,,,,,,,0,0.6615,unreachable
440,441,fire_engine,1641,fire truck,high,f,0.8,0.295,238,119,119,119,27,92,0,0.8151,1.0,1,1.0,ok
441,442,fire_extinguisher,1547,extinguisher,high,f,0.8,,282,141,141,,,,,,,0,0.7333,unreachable
442,443,fire_hose,1643,fire hose,medium,c,0.8,0.32,58,29,29,29,6,23,0,0.8286,1.0,1,1.0,ok
443,444,fireplace,1648,fireplace,high,f,0.8,0.315,1050,525,525,502,125,400,23,0.8006,0.9562,1,1.0,ok
444,445,fireplug,2176,hydrant,high,f,0.8,0.325,2646,1323,1323,1223,272,1051,100,0.8181,0.9244,1,1.0,ok
445,446,first-aid_kit,1651,first-aid kit,weak,r,0.8,,,2,,,,,,,,0,,low_gt
446,447,fish,,,high,f,0.8,,,,,,,,,,,0,,unmapped
447,448,fish_(food),,,medium,c,0.8,,,,,,,,,,,0,,unmapped
448,449,fishbowl,1656,fishbowl,weak,r,0.8,,,7,,,,,,,,0,,low_gt
449,450,fishing_rod,1661,fishing pole,medium,c,0.8,0.325,70,35,35,33,7,28,2,0.825,0.9429,1,0.96,ok
450,451,flag,1668,flag,high,f,0.8,0.35,3816,1908,1908,324,78,1830,1584,0.806,0.1698,1,0.9545,ok
451,452,flagpole,,,high,f,0.8,,,,,,,,,,,0,,unmapped
452,453,flamingo,1672,flamingo,medium,c,0.8,,,18,,,,,,,,0,,low_gt
453,454,flannel,1673,flannel,medium,c,0.8,,,14,,,,,,,,0,,low_gt
454,455,flap,1674,flap,medium,c,0.8,,154,77,77,,,,,,,0,0.75,unreachable
455,456,flash,1676,flash,weak,r,0.8,,,8,,,,,,,,0,,low_gt
456,457,flashlight,4195,torch,medium,c,0.8,0.36,74,37,37,5,1,36,32,0.8333,0.1351,1,0.8333,ok
457,458,fleece,,,weak,r,0.8,,,,,,,,,,,0,,unmapped
458,459,flip-flop_(sandal),1687,flip-flop,high,f,0.8,0.38,692,346,346,8,2,344,338,0.8,0.0231,1,1.0,ok
459,460,flipper_(footwear),1633,fin,medium,c,0.8,,,19,,,,,,,,0,,low_gt
460,461,flower_arrangement,1697,floral arrangement,high,f,0.8,0.285,3558,1779,1779,1397,329,1450,382,0.8094,0.7853,1,1.0,ok
461,462,flute_glass,830,champagne flute,medium,c,0.8,0.31,46,23,23,20,4,19,3,0.8333,0.8696,1,1.0,ok
462,463,foal,,,medium,c,0.8,,,,,,,,,,,0,,unmapped
463,464,folding_chair,1721,folding chair,medium,c,0.8,0.35,134,67,67,6,1,66,61,0.8571,0.0896,1,0.8571,ok
464,465,food_processor,1732,food processor,medium,c,0.8,,,19,,,,,,,,0,,low_gt
465,466,football_(American),1738,football,medium,c,0.8,0.335,56,28,28,18,3,25,10,0.8571,0.6429,1,1.0,ok
466,467,football_helmet,1744,football helmet,weak,r,0.8,,,4,,,,,,,,0,,low_gt
467,468,footstool,1750,footrest,medium,c,0.8,,54,27,27,,,,,,,0,0.5625,unreachable
468,469,fork,1762,fork,high,f,0.8,0.35,3722,1861,1861,1424,346,1515,437,0.8045,0.7652,1,0.907,ok
469,470,forklift,1763,forklift,medium,c,0.8,,,11,,,,,,,,0,,low_gt
470,471,freight_car,,,medium,c,0.8,,,,,,,,,,,0,,unmapped
471,472,French_toast,1783,French toast,medium,c,0.8,,,13,,,,,,,,0,,low_gt
472,473,freshener,1784,freshener,medium,c,0.8,0.35,64,32,32,23,5,27,9,0.8214,0.7188,1,1.0,ok
473,474,frisbee,1790,frisbee,high,f,0.8,0.345,3532,1766,1766,1682,374,1392,84,0.8181,0.9524,1,1.0,ok
474,475,frog,1791,frog,medium,c,0.8,0.34,84,42,42,21,5,37,21,0.8077,0.5,1,1.0,ok
475,476,fruit_juice,,,medium,c,0.8,,,,,,,,,,,0,,unmapped
476,477,frying_pan,1805,frying pan,high,f,0.8,0.35,256,128,128,119,24,104,9,0.8322,0.9297,1,1.0,ok
477,478,fudge,1806,fudge,weak,r,0.8,,,1,,,,,,,,0,,low_gt
478,479,funnel,1812,funnel,weak,r,0.8,,,9,,,,,,,,0,,low_gt
479,480,futon,1816,futon,weak,r,0.8,,,10,,,,,,,,0,,low_gt
480,481,gag,1818,muzzle,weak,r,0.8,,,4,,,,,,,,0,,low_gt
481,482,garbage,1829,garbage,weak,r,0.8,,,9,,,,,,,,0,,low_gt
482,483,garbage_truck,1443,garbage truck,medium,c,0.8,,,18,,,,,,,,0,,low_gt
483,484,garden_hose,1832,garden hose,medium,c,0.8,0.315,82,41,41,33,8,33,8,0.8049,0.8049,1,1.0,ok
484,485,gargle,2733,mouthwash,medium,c,0.8,0.35,56,28,28,27,6,22,1,0.8182,0.9643,1,1.0,ok
485,486,gargoyle,1837,gargoyle,weak,r,0.8,,,3,,,,,,,,0,,low_gt
486,487,garlic,1839,garlic,medium,c,0.8,0.345,130,65,65,55,13,52,10,0.8088,0.8462,1,1.0,ok
487,488,gasmask,1844,gasmask,weak,r,0.8,,,9,,,,,,,,0,,low_gt
488,489,gazelle,,,medium,c,0.8,,,,,,,,,,,0,,unmapped
489,490,gelatin,2270,jelly,medium,c,0.8,0.35,48,24,24,18,4,20,6,0.8182,0.75,1,0.9286,ok
490,491,gemstone,,,weak,r,0.8,,,,,,,,,,,0,,unmapped
491,492,generator,1854,generator,weak,r,0.8,,,2,,,,,,,,0,,low_gt
492,493,giant_panda,2911,panda,medium,c,0.8,0.335,118,59,59,40,7,52,19,0.8511,0.678,1,1.0,ok
493,494,gift_wrap,1863,gift wrap,medium,c,0.8,0.335,96,48,48,36,7,41,12,0.8372,0.75,1,1.0,ok
494,495,ginger,1866,ginger,medium,c,0.8,,,17,,,,,,,,0,,low_gt
495,496,giraffe,1870,giraffe,high,f,0.8,0.315,3754,1877,1877,1862,382,1495,15,0.8298,0.992,1,1.0,ok
496,497,cincture,926,waistband,medium,c,0.8,,,18,,,,,,,,0,,low_gt
497,498,glass_(drink_container),,,high,f,0.8,,,,,,,,,,,0,,unmapped
498,499,globe,,,medium,c,0.8,,,,,,,,,,,0,,unmapped
499,500,glove,1893,glove,high,f,0.8,,3780,1890,1890,,,,,,,0,0.6573,unreachable
500,501,goat,1900,goat,medium,c,0.8,0.335,198,99,99,89,20,79,10,0.8165,0.899,1,1.0,ok
501,502,goggles,1903,goggles,high,f,0.8,,3060,1530,1530,,,,,,,0,0.6866,unreachable
502,503,goldfish,1908,goldfish,weak,r,0.8,,,3,,,,,,,,0,,low_gt
503,504,golf_club,1912,golf club,medium,c,0.8,,,11,,,,,,,,0,,low_gt
504,505,golfcart,,,medium,c,0.8,,,,,,,,,,,0,,unmapped
505,506,gondola_(boat),,,weak,r,0.8,,,,,,,,,,,0,,unmapped
506,507,goose,1915,goose,medium,c,0.8,0.345,126,63,63,48,11,52,15,0.8136,0.7619,1,1.0,ok
507,508,gorilla,1916,gorilla,weak,r,0.8,,,5,,,,,,,,0,,low_gt
508,509,gourd,1918,gourd,weak,r,0.8,,,6,,,,,,,,0,,low_gt
509,510,grape,1932,grape,high,f,0.8,0.335,466,233,233,118,27,206,115,0.8138,0.5064,1,1.0,ok
510,511,grater,1939,grater,medium,c,0.8,,108,54,54,,,,,,,0,0.5169,unreachable
511,512,gravestone,1942,gravestone,medium,c,0.8,0.305,72,36,36,31,6,30,5,0.8378,0.8611,1,1.0,ok
512,513,gravy_boat,1944,gravy boat,weak,r,0.8,,,10,,,,,,,,0,,low_gt
513,514,green_bean,,,high,f,0.8,,,,,,,,,,,0,,unmapped
514,515,green_onion,,,high,f,0.8,,,,,,,,,,,0,,unmapped
515,516,griddle,1955,griddle,weak,r,0.8,,,3,,,,,,,,0,,low_gt
516,517,grill,1956,grill,high,f,0.8,0.39,726,363,363,8,2,361,355,0.8,0.022,1,0.8889,ok
517,518,grits,1961,grits,weak,r,0.8,,,3,,,,,,,,0,,low_gt
518,519,grizzly,,,medium,c,0.8,,,,,,,,,,,0,,unmapped
519,520,grocery_bag,1962,grocery bag,medium,c,0.8,,,18,,,,,,,,0,,low_gt
520,521,guitar,1976,guitar,high,f,0.8,0.33,398,199,199,123,23,176,76,0.8425,0.6181,1,1.0,ok
521,522,gull,1979,gull,medium,c,0.8,0.33,194,97,97,90,22,75,7,0.8036,0.9278,1,1.0,ok
522,523,gun,1980,gun,medium,c,0.8,,64,32,32,,,,,,,0,0.7143,unreachable
523,524,hairbrush,1992,hairbrush,high,f,0.8,0.33,242,121,121,91,18,103,30,0.8349,0.7521,1,1.0,ok
524,525,hairnet,1995,hairnet,medium,c,0.8,,,16,,,,,,,,0,,low_gt
525,526,hairpin,1996,hairpin,medium,c,0.8,,,12,,,,,,,,0,,low_gt
526,527,halter_top,2003,halter top,weak,r,0.8,,,2,,,,,,,,0,,low_gt
527,528,ham,1824,ham,high,f,0.8,0.355,428,214,214,196,46,168,18,0.8099,0.9159,1,1.0,ok
528,529,hamburger,2005,hamburger,medium,c,0.8,0.345,96,48,48,44,11,37,4,0.8,0.9167,1,1.0,ok
529,530,hammer,2007,hammer,medium,c,0.8,,52,26,26,,,,,,,0,0.7778,unreachable
530,531,hammock,2008,hammock,medium,c,0.8,,,13,,,,,,,,0,,low_gt
531,532,hamper,2009,hamper,weak,r,0.8,,,4,,,,,,,,0,,low_gt
532,533,hamster,2010,hamster,medium,c,0.8,,,11,,,,,,,,0,,low_gt
533,534,hair_dryer,,,high,f,0.8,,,,,,,,,,,0,,unmapped
534,535,hand_glass,2012,hand glass,weak,r,0.8,,,7,,,,,,,,0,,low_gt
535,536,hand_towel,2013,hand towel,high,f,0.8,0.345,400,200,200,56,14,186,144,0.8,0.28,1,0.9333,ok
